title,source,price,ram_gb,memmory_gb,main_cam_mp,front_cam_mp,dual_cam,is_iphone_and_age
მობილური ტელეფონი samsung galaxy a04e (a042fd) 3gb/64gb light blue,be.ge,259,3.0,64.0,13.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04e (a042fd) 3gb/64gb black,be.ge,259,3.0,64.0,13.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 10c (global version) 4gb/128gb nfc graphite gray,be.ge,359,4.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi poco x5 5g (global version) 8gb/256gb blue,be.ge,699,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 10c (global version) 4gb/128gb nfc blue,be.ge,359,4.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi poco x5 5g (global version) 8gb/256gb black,be.ge,699,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi poco x5 5g (global version) 8gb/256gb green,be.ge,699,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი apple iphone 14 plus 128gb starlight,be.ge,3108,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 13 256gb midnight,be.ge,2670,4.0,256.0,12.0,12.0,1,2.0
მობილური ტელეფონი xiaomi poco x5 pro 5g (global version) 8gb/256gb yellow,be.ge,899,8.0,256.0,108.0,16.0,1,-1.0
მობილური ტელეფონი ulefone armor 8 pro,be.ge,849,8.0,128.0,16.0,8.0,0,-1.0
მობილური ტელეფონი apple iphone 11 128gb black,be.ge,1680,4.0,128.0,12.0,12.0,1,4.0
მობილური ტელეფონი xiaomi poco x5 pro 5g (global version) 8gb/256gb black,be.ge,899,8.0,256.0,108.0,16.0,1,-1.0
მობილური ტელეფონი ulefone armor 16 pro,be.ge,829,4.0,64.0,16.0,8.0,1,-1.0
მობილური ტელეფონი honor x8a (crt-lx1) 6gb/128gb cyan lake,be.ge,554,6.0,128.0,100.0,16.0,1,-1.0
მობილური ტელეფონი honor x8a (crt-lx1) 6gb/128gb midnight black,be.ge,554,6.0,128.0,100.0,16.0,1,-1.0
მობილური ტელეფონი honor x8a (crt-lx1) 6gb/128gb titanium silver,be.ge,554,6.0,128.0,100.0,16.0,1,-1.0
მობილური ტელეფონი apple iphone 14 pro 128gb silver,be.ge,3199,6.0,128.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 256gb space black,be.ge,3599,6.0,256.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 256gb gold,be.ge,3599,6.0,256.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 256gb deep purple,be.ge,3599,6.0,256.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 13 128gb green,be.ge,2150,4.0,128.0,12.0,12.0,1,2.0
მობილური ტელეფონი apple iphone 13 mini 128gb starlight,be.ge,1899,4.0,128.0,12.0,12.0,1,2.0
მობილური ტელეფონი google pixel 6 5g 8gb/256gb sorta seafoam,be.ge,1299,8.0,256.0,50.0,8.0,1,-1.0
მობილური ტელეფონი google pixel 7 single sim 8gb ram 128gb 5g lte lemongrass,be.ge,1649,8.0,128.0,50.0,10.8,0,-1.0
მობილური ტელეფონი google pixel 7 single sim 8gb ram 128gb 5g lte snow,be.ge,1649,8.0,128.0,50.0,10.8,0,-1.0
მობილური ტელეფონი google pixel 7 8gb ram 128gb 5g obsidian,be.ge,1649,8.0,128.0,50.0,10.8,0,-1.0
მობილური ტელეფონი google pixel 6a 5g 6gb/128gb sage green,be.ge,999,6.0,128.0,12.2,8.0,1,-1.0
მობილური ტელეფონი google pixel 6a 5g 6gb/128gb chalk white,be.ge,999,6.0,128.0,12.2,8.0,1,-1.0
მობილური ტელეფონი google pixel 6 pro 5g 12gb/128gb stormy black,be.ge,1539,12.0,128.0,50.0,11.1,1,-1.0
მობილური ტელეფონი google pixel 6a 5g 6gb/128gb charcoal,be.ge,999,6.0,128.0,12.2,8.0,1,-1.0
მობილური ტელეფონი google pixel 6 pro 5g 12gb/128gb sorta sunny,be.ge,1539,12.0,128.0,50.0,11.1,1,-1.0
მობილური ტელეფონი google pixel 6 pro 5g 12gb/128gb white,be.ge,1539,12.0,128.0,50.0,11.1,1,-1.0
მობილური ტელეფონი google pixel 4 nfc (6gb/64gb) orange,be.ge,599,6.0,64.0,12.2,8.0,1,-1.0
მობილური ტელეფონი google pixel 4 nfc (6gb/64gb) clearly white,be.ge,599,6.0,64.0,12.2,8.0,1,-1.0
მობილური ტელეფონი google pixel 4 nfc (6gb/64gb) just black,be.ge,599,6.0,64.0,12.2,8.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23+ 5g (s916b/ds) 8gb/256gb phantom black,be.ge,3012,8.0,256.0,50.0,12.0,1,-1.0
მობილური ტელეფონი google pixel 6 5g (8gb/128gb) storma seafom,be.ge,1199,8.0,128.0,50.0,8.0,0,-1.0
მობილური ტელეფონი google pixel 6 5g (8gb/256gb) stormy black,be.ge,1299,8.0,256.0,50.0,8.0,0,-1.0
მობილური ტელეფონი google pixel 6 5g (8gb/128gb) stormy black,be.ge,1199,8.0,128.0,50.0,8.0,0,-1.0
მობილური ტელეფონი samsung galaxy s23 5g (s911b/ds) 8gb/256gb green,be.ge,2766,8.0,256.0,50.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 5g (s911b/ds) 8gb/128gb green,be.ge,2587,8.0,128.0,50.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 5g (s911b/ds) 8gb/128gb phantom black,be.ge,2587,8.0,128.0,50.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 ultra 5g (s918b/ds) 12gb/256gb phantom black,be.ge,3851,12.0,256.0,200.0,12.0,1,-1.0
მობილური ტელეფონი oneplus 10 pro 5g (global version) 12gb/256gb emerald forest,be.ge,1799,12.0,256.0,48.0,32.0,1,-1.0
მობილური ტელეფონი apple iphone 13 mini 128gb midnight,be.ge,1899,4.0,128.0,12.0,12.0,1,2.0
მობილური ტელეფონი samsung galaxy s21 fe 5g (g990b) 6gb/128gb olive,be.ge,1581,6.0,128.0,12.0,32.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04e (a042fd) 3gb/64gb copper,be.ge,259,3.0,64.0,13.0,5.0,1,-1.0
მობილური ტელეფონი apple iphone 14 256gb starlight,be.ge,2899,6.0,256.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 plus 128gb midnight,be.ge,2949,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 13 mini 128gb alpine green,be.ge,1899,4.0,128.0,12.0,12.0,1,2.0
მობილური ტელეფონი apple iphone 14 256gb purple,be.ge,2899,6.0,256.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 256gb midnight,be.ge,2899,6.0,256.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 11 128gb white,be.ge,1680,4.0,128.0,12.0,12.0,1,4.0
მობილური ტელეფონი apple iphone 13 mini 128gb pink,be.ge,1899,4.0,128.0,12.0,12.0,1,2.0
მობილური ტელეფონი samsung galaxy a04e (a042fd) 3gb/32gb black,be.ge,290,3.0,32.0,13.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047fd) 4gb/64gb white,be.ge,339,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047fd) 4gb/64gb green,be.ge,339,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047fd) 4gb/64gb black,be.ge,339,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047fd) 4gb/64gb copper,be.ge,339,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი apple iphone 11 128gb white,be.ge,1700,4.0,128.0,12.0,12.0,1,4.0
მობილური ტელეფონი samsung galaxy s23+ 5g (s916b/ds) 8gb/256gb green,be.ge,3012,8.0,256.0,50.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 ultra 5g (s918b/ds) 12gb/256gb lavender,be.ge,3851,12.0,256.0,200.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 ultra 5g (s918b/ds) 12gb/256gb green,be.ge,3851,12.0,256.0,200.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 ultra 5g (s918b/ds) 12gb/512gb phantom black,be.ge,3299,12.0,512.0,200.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 ultra 5g (s918b/ds) 12gb/512gb green,be.ge,3299,12.0,512.0,200.0,12.0,1,-1.0
მობილური ტელეფონი google pixel 6 pro 5g 12gb/256gb cloudy white,be.ge,1699,12.0,256.0,50.0,11.1,1,-1.0
მობილური ტელეფონი google pixel 6 pro 5g 12gb/256gb stormy black,be.ge,1699,12.0,256.0,50.0,11.1,1,-1.0
მობილური ტელეფონი nothing phone (1) nfc 8gb/256gb white,be.ge,1299,8.0,256.0,50.0,16.0,1,-1.0
მობილური ტელეფონი google pixel 6 pro 5g 12gb/256gb sorta sunny,be.ge,1699,12.0,256.0,50.0,11.1,1,-1.0
მობილური ტელეფონი samsung galaxy a54 5g (a546e) 8gb/256gb black,be.ge,1173,8.0,256.0,50.0,32.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 4gb/64gb silver,be.ge,391,4.0,64.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 (a145f) 4gb/128gb green,be.ge,432,4.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 (a145p/ds) 4gb/64gb black,be.ge,408,4.0,64.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 (a145f) 4gb/128gb black,be.ge,432,4.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 10 (2022) (global version) 4gb/128gb sea blue,be.ge,472,4.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi poco x5 pro 5g (global version) 8gb/256gb blue,be.ge,899,8.0,256.0,108.0,16.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 4gb/64gb silver,be.ge,359,4.0,64.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 4gb/64gb green,be.ge,359,4.0,64.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 10c (global version) 4gb/128gb nfc green,be.ge,397,4.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 (a145p/ds) 4gb/64gb black,be.ge,359,4.0,64.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 ultra 5g (s918b/ds) 12gb/512gb phantom black,be.ge,4212,12.0,512.0,200.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy s23 ultra 5g (s918b/ds) 12gb/512gb green,be.ge,4212,12.0,512.0,200.0,12.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047f) 4gb/64gb green,be.ge,360,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047fd) 4gb/64gb black,be.ge,360,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი oukitel wp12 4gb/32gb nfc blue,be.ge,449,4.0,32.0,13.0,5.0,1,-1.0
მობილური ტელეფონი samsung galaxy a53 5g (sm-a536ezkhcau) 8gb/256gb black,be.ge,1200,8.0,256.0,64.0,32.0,1,-1.0
მობილური ტელეფონი apple iphone 14 plus 128gb purple,be.ge,2949,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 plus 128gb starlight,be.ge,2949,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 plus 128gb blue,be.ge,2949,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი google pixel 6 5g 8gb/256gb kinda coral,be.ge,1299,8.0,256.0,50.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 pro+ 5g (global version) 8gb/256gb arctic white,be.ge,999,8.0,256.0,200.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 6gb/128gb nfc onyx gray,be.ge,509,6.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 4gb/128gb mint green,be.ge,459,4.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 4gb/128gb ice blue,be.ge,459,4.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 4gb/128gb onyx gray,be.ge,459,4.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12c (global version) 4gb/64gb blue,be.ge,269,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი vivo y55 8gb/128gb ice dawn (v2154),be.ge,750,8.0,128.0,50.0,16.0,0,-1.0
მობილური ტელეფონი vivo y55 8gb/128gb midnight galaxy (v2154),be.ge,750,8.0,128.0,50.0,16.0,0,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047fd) 3gb/32gb black,be.ge,320,3.0,32.0,50.0,5.0,1,-1.0
მობილური ტელეფონი apple iphone 14 128gb yellow,be.ge,2564,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი samsung galaxy a34 5g (a346b) 8gb/256gb silver,be.ge,839,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a34 5g (a346b) 8gb/256gb violet,be.ge,839,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი vivo y35 (v2205) 4gb/128gb agate black,be.ge,650,4.0,128.0,50.0,16.0,0,-1.0
მობილური ტელეფონი samsung galaxy a34 5g (a346b) 8gb/256gb black,be.ge,839,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a34 5g (a346b) 8gb/256gb lime,be.ge,839,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a54 5g (a546e) 8gb/256gb violet,be.ge,1173,8.0,256.0,50.0,32.0,1,-1.0
მობილური ტელეფონი realme 10 (rmx3630)(global version) 8gb/128gb nfc rush black,be.ge,578,8.0,128.0,50.0,16.0,1,-1.0
მობილური ტელეფონი samsung galaxy a54 5g (a546e) 6gb/128gb black,be.ge,1051,6.0,128.0,50.0,32.0,1,-1.0
მობილური ტელეფონი samsung galaxy a14 (a145f) 4gb/128gb silver,be.ge,432,4.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი realme c33 (rmx3624) 4gb/128gb night sea,be.ge,372,4.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი apple iphone 14 256gb purple,be.ge,2800,6.0,256.0,12.0,12.0,1,1.0
მობილური ტელეფონი samsung galaxy a54 5g (a546e) 6gb/128gb violet,be.ge,1051,6.0,128.0,50.0,32.0,1,-1.0
მობილური ტელეფონი samsung galaxy a54 5g (a546e) 6gb/128gb white,be.ge,1051,6.0,128.0,50.0,32.0,1,-1.0
მობილური ტელეფონი realme c55 (rmx3710) 8gb/256gb black,be.ge,479,8.0,256.0,64.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 pro (global version) 8gb/256gb grey,be.ge,729,8.0,256.0,108.0,16.0,1,-1.0
მობილური ტელეფონი samsung galaxy a34 5g (a346b) 8gb/256gb black,be.ge,1050,8.0,256.0,48.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a24 (a245f) 6gb/128gb green,be.ge,596,6.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a24 (a245f) 6gb/128gb dark red,be.ge,596,6.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a24 (a245f) 6gb/128gb black,be.ge,596,6.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047fd) 4gb/64gb copper,be.ge,360,4.0,64.0,50.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 pro 5g (global version) 8gb/256gb onyx black,be.ge,849,8.0,256.0,50.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 pro 5g (global version) 8gb/256gb frosted blue,be.ge,849,8.0,256.0,50.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12c (global version) 4gb/128gb nfc black,be.ge,309,4.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 6gb/128gb onyx gray,be.ge,499,6.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 6gb/128gb ice blue,be.ge,499,6.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12c (global version) 4gb/128gb nfc blue,be.ge,309,4.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი oukitel k12 6gb/64gb black,be.ge,699,6.0,64.0,16.0,8.0,1,-1.0
მობილური ტელეფონი oppo reno 8t 5g 8gb/256gb nfc black,be.ge,1078,8.0,256.0,108.0,32.0,1,-1.0
მობილური ტელეფონი oppo reno 8t 5g 8gb/256gb nfc gold,be.ge,1078,8.0,256.0,108.0,32.0,1,-1.0
მობილური ტელეფონი oppo reno 8t 8gb/128gb nfc black,be.ge,860,8.0,128.0,100.0,32.0,1,-1.0
მობილური ტელეფონი oppo reno 8t 8gb/128gb nfc orange,be.ge,860,8.0,128.0,100.0,32.0,1,-1.0
მობილური ტელეფონი oppo a77s 8gb/128gb nfc black,be.ge,577,8.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი samsung galaxy a54 5g (a546e) 6gb/128gb lime,be.ge,1051,6.0,128.0,50.0,32.0,1,-1.0
მობილური ტელეფონი oppo a17 4gb 64gb (cph2477),be.ge,348,4.0,64.0,50.0,5.0,0,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 8gb/128gb ice blue,be.ge,539,8.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 8gb/128gb grey,be.ge,539,8.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12 (global version) 4gb/128gb midnight black,be.ge,439,4.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი oppo find n2 flip 8gb/256gb nfc purple,be.ge,2484,8.0,256.0,50.0,32.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 pro (global version) 8gb/256gb star blue,be.ge,729,8.0,256.0,108.0,16.0,1,-1.0
მობილური ტელეფონი oppo find n2 flip 8gb/256gb nfc black,be.ge,2484,8.0,256.0,50.0,32.0,1,-1.0
მობილური ტელეფონი vivo y33s 4gb/64gb midday dream,be.ge,559,4.0,64.0,50.0,16.0,1,-1.0
მობილური ტელეფონი vivo y33s 4gb/128gb midday dream,be.ge,649,4.0,128.0,50.0,16.0,1,-1.0
მობილური ტელეფონი vivo y33s 4gb/128gb mirror black,be.ge,649,4.0,128.0,50.0,16.0,1,-1.0
მობილური ტელეფონი vivo y21 4gb/64gb metallic blue,be.ge,479,4.0,64.0,13.0,8.0,1,-1.0
მობილური ტელეფონი vivo y21 4gb/64gb diamond glow,be.ge,479,4.0,64.0,13.0,8.0,1,-1.0
მობილური ტელეფონი vivo y53s 6gb/128gb fantastic rainbow,be.ge,699,6.0,128.0,64.0,16.0,1,-1.0
მობილური ტელეფონი vivo v23e 8gb/128gb dancing waves,be.ge,949,8.0,128.0,64.0,50.0,1,-1.0
მობილური ტელეფონი vivo y53s 6gb/128gb deep sea blue,be.ge,699,6.0,128.0,64.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12s nfc (global version) 8gb/256gb onyx black,be.ge,619,8.0,256.0,108.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 pro (global version) 8gb/256gb blue,be.ge,729,8.0,256.0,108.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi 13 pro 5g (global version) 12gb/512gb black,be.ge,3099,12.0,512.0,50.3,32.0,1,-1.0
მობილური ტელეფონი xiaomi poco m5s (global version) 8gb/256gb grey,be.ge,559,8.0,256.0,64.0,13.0,1,-1.0
მობილური ტელეფონი realme c55 8gb/256gb gold,be.ge,479,8.0,256.0,64.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi poco m5s (global version) 8gb/256gb blue,be.ge,559,8.0,256.0,64.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi poco f5 5g (global version) 12gb/256gb blue,be.ge,1099,12.0,256.0,64.0,16.0,1,-1.0
მობილური ტელეფონი oneplus nord 2t 5g (global version) 8gb/128gb jade fog,be.ge,999,8.0,128.0,50.0,32.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12 nfc (global version) 4gb/128gb sky blue,be.ge,449,4.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12 nfc (global version) 4gb/128gb midnight black,be.ge,449,4.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi poco f5 pro 5g (global version) 12gb/512gb black,be.ge,1549,12.0,512.0,64.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 8gb/256gb green,be.ge,579,8.0,256.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 8gb/256gb grey,be.ge,579,8.0,256.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12c (global version) 6gb/128gb blue,be.ge,339,6.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12c (global version) 6gb/128gb grey,be.ge,339,6.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi a2+ (global version) 3gb/64gb classic black,be.ge,259,3.0,64.0,8.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi a2+ (global version) 3gb/64gb aqua blue,be.ge,259,3.0,64.0,8.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12c (global version) 6gb/128gb violet,be.ge,339,6.0,128.0,50.0,5.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 6gb/128gb mint green,be.ge,499,6.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი realme c55 6gb/128gb nfc gold,be.ge,439,6.0,128.0,64.0,8.0,1,-1.0
მობილური ტელეფონი realme c55 8gb/256gb nfc black,be.ge,499,8.0,256.0,64.0,8.0,1,-1.0
მობილური ტელეფონი realme 11 pro 5g 8gb/256gb nfc beige,be.ge,882,8.0,256.0,100.0,16.0,1,-1.0
მობილური ტელეფონი realme c55 6gb/128gb nfc black,be.ge,439,6.0,128.0,64.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi poco f5 5g (global version) 12gb/256gb white,be.ge,1099,12.0,256.0,64.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi note 12 (global version) 8gb/128gb mint green,be.ge,539,8.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი samsung galaxy a24 (a245f) 8gb/128gb black,be.ge,599,8.0,128.0,50.0,13.0,1,-1.0
მობილური ტელეფონი xiaomi redmi a2+ (global version) 3gb/64gb sea green,be.ge,259,3.0,64.0,8.0,5.0,1,-1.0
მობილური ტელეფონი apple iphone 14 128gb yellow,be.ge,2549,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 128gb deep purple,be.ge,3499,6.0,128.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 128gb silver,be.ge,3499,6.0,128.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 128gb gold,be.ge,3499,6.0,128.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 256gb deep purple,be.ge,3899,6.0,256.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 256gb gold,be.ge,3899,6.0,256.0,48.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 128gb midnight,be.ge,2549,6.0,128.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 256gb blue,be.ge,2800,6.0,256.0,12.0,12.0,1,1.0
მობილური ტელეფონი apple iphone 14 pro 128gb space black,be.ge,3499,6.0,128.0,48.0,12.0,1,1.0
მობილური ტელეფონი blackview bv5200 pro a52 4gb/64gb black,be.ge,499,4.0,64.0,13.0,8.0,0,-1.0
მობილური ტელეფონი samsung galaxy a04s (a047f) 3gb/32gb green,be.ge,320,3.0,32.0,50.0,5.0,1,-1.0
მობილური ტელეფონი blackview a85 8gb/128gb black,be.ge,439,8.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი blackview a52 2gb/32gb black,be.ge,289,2.0,32.0,13.0,5.0,0,-1.0
მობილური ტელეფონი xiaomi redmi 12 (global version) 8gb/256gb midnight black,be.ge,519,8.0,256.0,50.0,8.0,1,-1.0
მობილური ტელეფონი realme 11 pro 5g 8gb/256gb black,be.ge,889,8.0,256.0,100.0,16.0,1,-1.0
მობილური ტელეფონი oneplus nord 2t 5g (global version) 8gb/128gb grey,be.ge,999,8.0,128.0,50.0,32.0,1,-1.0
მობილური ტელეფონი oneplus nord ce 3 lite 5g (global version) 8gb/128gb chromatic gray,be.ge,729,8.0,128.0,108.0,16.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12 (global version) 8gb/128gb polar silver,be.ge,479,8.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi redmi 12 (global version) 8gb/128gb midnight black,be.ge,479,8.0,128.0,50.0,8.0,1,-1.0
მობილური ტელეფონი xiaomi poco f5 5g (global version) 12gb/256gb black,be.ge,1099,12.0,256.0,64.0,16.0,1,-1.0
მობილური ტელეფონი realme c25y (global version) 4gb/64gb blue,be.ge,341,4.0,64.0,50.0,8.0,1,-1.0
apple iphone 14 pro max 128gb gold,onoff.ge,3599,6.0,128.0,48.0,12.0,1,1.0
realme 9i 4gb/128gb rmx3491 blue,onoff.ge,599,4.0,128.0,50.0,16.0,1,-1.0
apple iphone 14 pro 128gb space black,onoff.ge,3199,6.0,128.0,48.0,12.0,1,1.0
samsung galaxy a24 sm-a245f/dsn 6gb/128gb black,onoff.ge,599,6.0,128.0,50.0,13.0,1,-1.0
apple iphone 14 pro 256gb space black,onoff.ge,3599,6.0,256.0,48.0,12.0,1,1.0
realme c25y 4gb/64gb blue,onoff.ge,399,4.0,64.0,50.0,8.0,1,-1.0
apple iphone 14 plus 128gb purple,onoff.ge,2899,4.0,128.0,12.0,12.0,1,1.0
apple iphone 14 pro max 256gb deep purple,onoff.ge,3899,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro 128gb gold,onoff.ge,3199,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro 128gb deep purple,onoff.ge,3199,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 128gb starlight,onoff.ge,2499,4.0,128.0,12.0,12.0,1,1.0
apple iphone 13 128gb  midnight,onoff.ge,2069,4.0,128.0,12.0,12.0,1,2.0
apple iphone 11 64gb black,onoff.ge,1499,4.0,64.0,12.0,12.0,1,4.0
apple iphone 14 pro max 128gb space black,onoff.ge,3599,6.0,128.0,48.0,12.0,1,1.0
realme 9i 4gb/128gb rmx3491 black,onoff.ge,599,4.0,128.0,50.0,16.0,1,-1.0
realme c25y 4gb/128gb gray,onoff.ge,469,4.0,128.0,50.0,8.0,1,-1.0
realme c25y 4gb/64gb gray,onoff.ge,399,4.0,64.0,50.0,8.0,1,-1.0
realme c25y 4gb/128gb blue,onoff.ge,445,4.0,128.0,50.0,8.0,1,-1.0
samsung galaxy a04 3gb/32gb green sm-a045fzgdcau/d,onoff.ge,339,3.0,32.0,13.0,5.0,1,-1.0
