title,source,price,ram_gb,memmory_gb,main_cam_mp,front_cam_mp,dual_cam,is_iphone_and_age
samsung galaxy s23 ultra 5g s918b/ds 12/512gb cream,zoomer.ge,3299,12.0,512.0,200.0,12.0,1,-1.0
xiaomi redmi 12c 6/128gb grey,zoomer.ge,339,6.0,128.0,50.0,5.0,0,-1.0
xiaomi redmi note 12 pro+ 5g 8/256gb white,zoomer.ge,999,8.0,256.0,200.0,16.0,1,-1.0
realme c30s 2/32gb black,zoomer.ge,219,2.0,32.0,8.0,5.0,0,-1.0
xiaomi redmi note 12 pro+ 5g 8/256gb black,zoomer.ge,999,8.0,256.0,200.0,16.0,1,-1.0
samsung galaxy a54 a546e/ds 5g 8/128gb white,zoomer.ge,819,8.0,128.0,50.0,32.0,1,-1.0
xiaomi redmi a2+ 2/32gb black,zoomer.ge,209,2.0,32.0,8.0,5.0,0,-1.0
xiaomi redmi a2+ 2/32gb green,zoomer.ge,209,2.0,32.0,8.0,5.0,0,-1.0
apple iphone se 2022 | 64gb midnight,zoomer.ge,1099,4.0,64.0,12.0,7.0,0,1.0
samsung galaxy a14 lte a145f/ds 4/64gb silver,zoomer.ge,359,4.0,64.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145p/ds 6/128gb silver,zoomer.ge,449,6.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi note 12 lte 6/128gb green,zoomer.ge,499,6.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145p/ds 4/128gb silver,zoomer.ge,399,4.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145p/ds 6/128gb black,zoomer.ge,449,6.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145p/ds 6/128gb green,zoomer.ge,449,6.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi note 12 lte 8/128gb green,zoomer.ge,539,8.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi note 12 lte 8/128gb blue,zoomer.ge,539,8.0,128.0,50.0,13.0,1,-1.0
apple iphone se 2022 | 64gb starlight,zoomer.ge,1099,4.0,64.0,12.0,7.0,0,1.0
realme 11 pro 5g 8/256gb sunrise beige,zoomer.ge,889,8.0,256.0,100.0,16.0,0,-1.0
realme 11 pro 5g 8/256gb astral black,zoomer.ge,889,8.0,256.0,100.0,16.0,0,-1.0
xiaomi redmi note 12 pro 4g 8/256gb star blue,zoomer.ge,729,8.0,256.0,108.0,16.0,1,-1.0
samsung galaxy a04s a047fd 4/64gb green,zoomer.ge,339,4.0,64.0,50.0,5.0,1,-1.0
samsung galaxy a14 lte a145f/ds 4/64gb green,zoomer.ge,359,4.0,64.0,50.0,13.0,1,-1.0
realme 10 pro+ nfc 5g 12/256gb hyperspace,zoomer.ge,1049,12.0,256.0,108.0,16.0,1,-1.0
samsung galaxy s23 ultra 5g s918b/ds 12/512gb red,zoomer.ge,3299,12.0,512.0,200.0,12.0,1,-1.0
samsung galaxy a24 a245f/ds 8/128gb green,zoomer.ge,599,8.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a24 a245f/ds 8/128gb silver,zoomer.ge,599,8.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145f/ds 4/64gb black,zoomer.ge,359,4.0,64.0,50.0,13.0,1,-1.0
xiaomi redmi 12c 6/128gb purple,zoomer.ge,339,6.0,128.0,50.0,5.0,0,-1.0
samsung galaxy a24 a245f/ds 6/128gb silver,zoomer.ge,539,6.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi 12c 6/128gb green,zoomer.ge,339,6.0,128.0,50.0,5.0,0,-1.0
samsung galaxy a24 a245f/ds 8/128gb black,zoomer.ge,599,8.0,128.0,50.0,13.0,1,-1.0
realme c55 8/256gb black,zoomer.ge,479,8.0,256.0,64.0,8.0,0,-1.0
xiaomi poco f5 5g 12/256gb blue,zoomer.ge,1099,12.0,256.0,64.0,16.0,1,-1.0
samsung galaxy a14 lte a145p/ds 4/128gb black,zoomer.ge,399,4.0,128.0,50.0,13.0,1,-1.0
xiaomi poco f5 5g 12/256gb black,zoomer.ge,1099,12.0,256.0,64.0,16.0,1,-1.0
samsung galaxy a14 lte a145p/ds 4/128gb green,zoomer.ge,399,4.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a24 a245f/ds 4/128gb black,zoomer.ge,479,4.0,128.0,50.0,13.0,1,-1.0
realme c55 8/256gb gold,zoomer.ge,479,8.0,256.0,64.0,8.0,0,-1.0
samsung galaxy a24 a245f/ds 6/128gb red,zoomer.ge,539,6.0,128.0,50.0,13.0,1,-1.0
xiaomi poco f5 5g 12/256gb white,zoomer.ge,1099,12.0,256.0,64.0,16.0,1,-1.0
samsung galaxy a24 a245f/ds 6/128gb black,zoomer.ge,539,6.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi note 12s nfc 8/256gb onyx black,zoomer.ge,619,8.0,256.0,108.0,12.0,1,-1.0
samsung galaxy a24 a245f/ds 4/128gb green,zoomer.ge,479,4.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a24 a245f/ds 4/128gb silver,zoomer.ge,479,4.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi a2+ 2/32gb blue,zoomer.ge,209,2.0,32.0,8.0,5.0,0,-1.0
samsung galaxy a14 lte a145f/ds 6/128gb black,zoomer.ge,459,6.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a24 a245f/ds 6/128gb green,zoomer.ge,539,6.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145f/ds 6/128gb silver,zoomer.ge,459,6.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145f/ds 4/128gb silver,zoomer.ge,399,4.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a14 lte a145f/ds 6/128gb green,zoomer.ge,459,6.0,128.0,50.0,13.0,1,-1.0
xiaomi redmi 12c nfc 4/128gb blue,zoomer.ge,309,4.0,128.0,50.0,5.0,0,-1.0
xiaomi redmi 12c 4/128gb purple,zoomer.ge,299,4.0,128.0,50.0,5.0,0,-1.0
samsung galaxy a54 a546e/ds 5g 8/128gb graphite,zoomer.ge,819,8.0,128.0,50.0,32.0,1,-1.0
samsung galaxy a34 5g a346e/ds 8/128gb silver,zoomer.ge,739,8.0,128.0,48.0,13.0,1,-1.0
samsung galaxy a54 a546e/ds 5g 8/128gb lime,zoomer.ge,819,8.0,128.0,50.0,32.0,1,-1.0
samsung galaxy a34 5g a346e/ds 8/128gb graphite,zoomer.ge,739,8.0,128.0,48.0,13.0,1,-1.0
xiaomi redmi note 12 pro 4g 8/256gb grey,zoomer.ge,729,8.0,256.0,108.0,16.0,1,-1.0
samsung galaxy a04s a047fd 3/32gb white,zoomer.ge,299,3.0,32.0,50.0,5.0,1,-1.0
xiaomi redmi note 12 pro 4g 8/256gb blue,zoomer.ge,729,8.0,256.0,108.0,16.0,1,-1.0
samsung galaxy a34 5g a346e/ds 8/256gb silver,zoomer.ge,839,8.0,256.0,48.0,13.0,1,-1.0
xiaomi redmi note 12 lte 8/128gb grey,zoomer.ge,539,8.0,128.0,50.0,13.0,1,-1.0
samsung galaxy a34 5g a346e/ds 8/128gb lime,zoomer.ge,739,8.0,128.0,48.0,13.0,1,-1.0
samsung galaxy a54 a546e/ds 5g 8/256gb violet,zoomer.ge,879,8.0,256.0,50.0,32.0,1,-1.0
samsung galaxy a34 5g a346e/ds 8/256gb violet,zoomer.ge,839,8.0,256.0,48.0,13.0,1,-1.0
samsung galaxy a34 5g a346e/ds 6/128gb lime,zoomer.ge,699,6.0,128.0,48.0,13.0,1,-1.0
samsung galaxy a54 a546e/ds 5g 6/128gb white,zoomer.ge,779,6.0,128.0,50.0,32.0,1,-1.0
samsung galaxy a34 5g a346e/ds 6/128gb graphite,zoomer.ge,699,6.0,128.0,48.0,13.0,1,-1.0
samsung galaxy a54 a546e/ds 5g 8/256gb graphite,zoomer.ge,879,8.0,256.0,50.0,32.0,1,-1.0
samsung galaxy a34 5g a346e/ds 8/256gb graphite,zoomer.ge,839,8.0,256.0,48.0,13.0,1,-1.0
samsung galaxy a54 a546e/ds 5g 6/128gb lime,zoomer.ge,779,6.0,128.0,50.0,32.0,1,-1.0
samsung galaxy a04s a047fd 3/32gb green,zoomer.ge,299,3.0,32.0,50.0,5.0,1,-1.0
samsung galaxy a34 5g a346e/ds 6/128gb violet,zoomer.ge,699,6.0,128.0,48.0,13.0,1,-1.0
samsung galaxy s23 5g s911b/ds 8/128gb phantom black,zoomer.ge,1899,8.0,128.0,50.0,12.0,1,-1.0
samsung galaxy a34 5g a346e/ds 8/256gb lime,zoomer.ge,839,8.0,256.0,48.0,13.0,1,-1.0
samsung galaxy a34 5g a346e/ds 6/128gb silver,zoomer.ge,699,6.0,128.0,48.0,13.0,1,-1.0
samsung galaxy s23 5g s911b/ds 8/128gb green,zoomer.ge,1899,8.0,128.0,50.0,12.0,1,-1.0
samsung galaxy s23 ultra 5g s918b/ds 12/512gb phantom black,zoomer.ge,3299,12.0,512.0,200.0,12.0,1,-1.0
samsung galaxy s23 5g s911b/ds 8/256gb green,zoomer.ge,2099,8.0,256.0,50.0,12.0,1,-1.0
samsung galaxy s23 ultra 5g s918b/ds 12/256gb lavender,zoomer.ge,2799,12.0,256.0,200.0,12.0,1,-1.0
samsung galaxy s23 5g s911b/ds 8/128gb cream,zoomer.ge,1899,8.0,128.0,50.0,12.0,1,-1.0
samsung galaxy s23 ultra 5g s918b/ds 12/256gb cream,zoomer.ge,2799,12.0,256.0,200.0,12.0,1,-1.0
samsung galaxy s23 ultra 5g s918b/ds 12/256gb green,zoomer.ge,2799,12.0,256.0,200.0,12.0,1,-1.0
samsung galaxy s23 ultra 5g s918b/ds 12/256gb phantom black,zoomer.ge,2799,12.0,256.0,200.0,12.0,1,-1.0
samsung galaxy s23+ 5g s916b/ds 8/256gb phantom black,zoomer.ge,2299,8.0,256.0,50.0,12.0,1,-1.0
samsung galaxy s23 ultra 5g s918b/ds 12/512gb green,zoomer.ge,3299,12.0,512.0,200.0,12.0,1,-1.0
samsung galaxy a14 lte a145f/ds 4/128gb green,zoomer.ge,399,4.0,128.0,50.0,13.0,1,-1.0
realme c33 4/128gb blue,zoomer.ge,339,4.0,128.0,50.0,5.0,0,-1.0
samsung galaxy s23 5g s911b/ds 8/256gb cream,zoomer.ge,2099,8.0,256.0,50.0,12.0,1,-1.0
samsung galaxy s23 5g s911b/ds 8/128gb lavender,zoomer.ge,1899,8.0,128.0,50.0,12.0,1,-1.0
realme c33 4/128gb black,zoomer.ge,339,4.0,128.0,50.0,5.0,0,-1.0
samsung galaxy s23 5g s911b/ds 8/256gb lavender,zoomer.ge,2099,8.0,256.0,50.0,12.0,1,-1.0
samsung galaxy a04e a042fd 3/64gb blue,zoomer.ge,259,3.0,64.0,13.0,5.0,0,-1.0
samsung galaxy a04e a042fd 3/64gb black,zoomer.ge,259,3.0,64.0,13.0,5.0,0,-1.0
samsung galaxy s23 5g s911b/ds 8/256gb phantom black,zoomer.ge,2099,8.0,256.0,50.0,12.0,1,-1.0
apple iphone 14 pro | 128gb deep purple,zoomer.ge,3099,6.0,128.0,48.0,12.0,1,1.0
samsung galaxy a04s a047fd 4/64gb white,zoomer.ge,339,4.0,64.0,50.0,5.0,1,-1.0
realme 10 nfc 4g 8/128gb rush black,zoomer.ge,569,8.0,128.0,50.0,16.0,0,-1.0
realme c33 4/64gb blue,zoomer.ge,299,4.0,64.0,50.0,5.0,0,-1.0
samsung galaxy a04s a047fd 4/128gb white,zoomer.ge,399,4.0,128.0,50.0,5.0,1,-1.0
google pixel 7 pro 5g 12/256gb obsidian,zoomer.ge,2699,12.0,256.0,50.0,10.8,1,-1.0
samsung galaxy a04e a042fd 3/32gb copper,zoomer.ge,239,3.0,32.0,13.0,5.0,0,-1.0
samsung galaxy s22 5g s901e/ds 8/128 purple,zoomer.ge,1599,8.0,128.0,50.0,10.0,1,-1.0
samsung galaxy a04e a042fd 3/64gb copper,zoomer.ge,259,3.0,64.0,13.0,5.0,0,-1.0
realme c30s 2/32gb blue,zoomer.ge,219,2.0,32.0,8.0,5.0,0,-1.0
samsung galaxy a04s a047fd 4/64gb copper,zoomer.ge,339,4.0,64.0,50.0,5.0,1,-1.0
samsung galaxy a04 a045fd 4/64gb white,zoomer.ge,289,4.0,64.0,50.0,5.0,0,-1.0
samsung galaxy a04e a042fd 3/32gb blue,zoomer.ge,239,3.0,32.0,13.0,5.0,0,-1.0
samsung galaxy s22 5g s901e/ds 8/256 green,zoomer.ge,1799,8.0,256.0,50.0,10.0,1,-1.0
samsung galaxy s22 5g s901e/ds 8/256 purple,zoomer.ge,1799,8.0,256.0,50.0,10.0,1,-1.0
samsung galaxy s22 5g s901e/ds 8/256 pink gold,zoomer.ge,1799,8.0,256.0,50.0,10.0,1,-1.0
xiaomi poco m5 6gb 128gb green,zoomer.ge,399,6.0,128.0,50.0,5.0,1,-1.0
samsung galaxy a04e a042fd 3/32gb black,zoomer.ge,239,3.0,32.0,13.0,5.0,0,-1.0
xiaomi poco m5 6gb 128gb black,zoomer.ge,399,6.0,128.0,50.0,5.0,1,-1.0
samsung galaxy a04s a047fd 4/128gb black,zoomer.ge,399,4.0,128.0,50.0,5.0,1,-1.0
samsung galaxy s22 5g s901e/ds 8/256 phantom black,zoomer.ge,1799,8.0,256.0,50.0,10.0,1,-1.0
samsung galaxy a04 a045fd 3/32gb green,zoomer.ge,249,3.0,32.0,50.0,5.0,0,-1.0
samsung galaxy a04 a045fd 3/32gb white,zoomer.ge,249,3.0,32.0,50.0,5.0,0,-1.0
samsung galaxy a04s a047fd 4/128gb copper,zoomer.ge,399,4.0,128.0,50.0,5.0,1,-1.0
google pixel 7 5g 8/128gb snow,zoomer.ge,1549,8.0,128.0,50.0,10.8,0,-1.0
xiaomi redmi 10c 4/128gb graphite gray,zoomer.ge,349,4.0,128.0,50.0,5.0,0,-1.0
samsung galaxy s22 5g s901e/ds 8/128 phantom black,zoomer.ge,1599,8.0,128.0,50.0,10.0,1,-1.0
google pixel 7 5g 8/128gb obsidian,zoomer.ge,1549,8.0,128.0,50.0,10.8,0,-1.0
samsung galaxy s22 ultra 5g s908e/ds 12/256 white,zoomer.ge,2399,12.0,256.0,108.0,40.0,1,-1.0
samsung galaxy a23 a235fd 4/128gb white,zoomer.ge,529,4.0,128.0,50.0,8.0,1,-1.0
samsung galaxy s22 5g s901e/ds 8/128 white,zoomer.ge,1599,8.0,128.0,50.0,10.0,1,-1.0
samsung galaxy s22 ultra 5g s908e/ds 12/256 green,zoomer.ge,2399,12.0,256.0,108.0,40.0,1,-1.0
apple iphone 13 mini | 128gb green,zoomer.ge,1799,4.0,128.0,12.0,12.0,0,2.0
xiaomi redmi 10c 4/128gb pacific blue,zoomer.ge,349,4.0,128.0,50.0,5.0,0,-1.0
samsung galaxy a23 a235fd 4/128gb peach,zoomer.ge,529,4.0,128.0,50.0,8.0,1,-1.0
xiaomi redmi 10c 4/128gb caribbean green,zoomer.ge,349,4.0,128.0,50.0,5.0,0,-1.0
samsung galaxy s21 fe 5g 8/256gb lavender,zoomer.ge,1299,8.0,256.0,12.0,32.0,1,-1.0
apple iphone 13 | 128gb green,zoomer.ge,2099,4.0,128.0,12.0,12.0,0,2.0
samsung galaxy s22 ultra 5g s908e/ds 12/256 phantom black,zoomer.ge,2399,12.0,256.0,108.0,40.0,1,-1.0
samsung galaxy s22 ultra 5g s908e/ds 12/256 burgundy,zoomer.ge,2399,12.0,256.0,108.0,40.0,1,-1.0
samsung galaxy s22 5g s901e/ds 8/128 green,zoomer.ge,1599,8.0,128.0,50.0,10.0,1,-1.0
samsung galaxy s21 fe 5g 8/256gb white,zoomer.ge,1299,8.0,256.0,12.0,32.0,1,-1.0
apple iphone 12 | 64gb blue,zoomer.ge,1799,4.0,64.0,12.0,12.0,0,3.0
samsung galaxy s21 fe 5g 8/256gb olive,zoomer.ge,1299,8.0,256.0,12.0,32.0,1,-1.0
apple iphone 11 2020 | 64gb black,zoomer.ge,1499,4.0,64.0,12.0,12.0,0,4.0
apple iphone 11 2020 | 64gb white,zoomer.ge,1499,4.0,64.0,12.0,12.0,0,4.0
samsung galaxy s21 fe 5g 8/256gb graphite,zoomer.ge,1299,8.0,256.0,12.0,32.0,1,-1.0
apple iphone 12 | 64gb red,zoomer.ge,1799,4.0,64.0,12.0,12.0,0,3.0
apple iphone 12 | 64gb green,zoomer.ge,1799,4.0,64.0,12.0,12.0,0,3.0
apple iphone 12 | 64gb black,zoomer.ge,1799,4.0,64.0,12.0,12.0,0,3.0
xiaomi poco f5 pro 5g 12/512gb black,zoomer.ge,1549,12.0,512.0,64.0,16.0,1,-1.0
apple iphone 12 | 64gb white,zoomer.ge,1799,4.0,64.0,12.0,12.0,0,3.0
xiaomi poco f5 pro 5g 12/512gb white,zoomer.ge,1549,12.0,512.0,64.0,16.0,1,-1.0
xiaomi redmi note 12 lte 8/256gb grey,zoomer.ge,579,8.0,256.0,50.0,13.0,1,-1.0
xiaomi redmi note 12s 8/256gb pearl green,zoomer.ge,599,8.0,256.0,108.0,12.0,1,-1.0
xiaomi redmi a2+ 3/64gb green,zoomer.ge,259,3.0,64.0,8.0,5.0,0,-1.0
xiaomi redmi note 12 lte 8/256gb green,zoomer.ge,579,8.0,256.0,50.0,13.0,1,-1.0
xiaomi poco m5s 8/256gb grey,zoomer.ge,559,8.0,256.0,64.0,13.0,1,-1.0
xiaomi redmi note 12s 8/256gb onyx black,zoomer.ge,599,8.0,256.0,108.0,12.0,1,-1.0
xiaomi poco m5s 8/256gb blue,zoomer.ge,559,8.0,256.0,64.0,13.0,1,-1.0
xiaomi redmi note 12 pro 5g 8/256gb black,zoomer.ge,849,8.0,256.0,50.0,16.0,1,-1.0
xiaomi redmi note 12 pro 5g 8/256gb blue,zoomer.ge,849,8.0,256.0,50.0,16.0,1,-1.0
xiaomi redmi note 12s 8/256gb ice blue,zoomer.ge,599,8.0,256.0,108.0,12.0,1,-1.0
xiaomi redmi note 10 pro 6/64gb blue,zoomer.ge,499,6.0,64.0,108.0,16.0,1,-1.0
xiaomi redmi 10c nfc 4/128gb pacific blue,zoomer.ge,359,4.0,128.0,50.0,5.0,0,-1.0
xiaomi redmi 12c 4/64gb grey,zoomer.ge,269,4.0,64.0,50.0,5.0,0,-1.0
xiaomi redmi note 11s 6/128gb twilight blue,zoomer.ge,589,6.0,128.0,108.0,16.0,1,-1.0
samsung galaxy a33 a336e/d 5g 8/128gb blue,zoomer.ge,779,8.0,128.0,48.0,13.0,1,-1.0
xiaomi 12x 8/256gb 5g blue,zoomer.ge,1299,8.0,256.0,50.0,32.0,1,-1.0
xiaomi 12x 8/256gb 5g purple,zoomer.ge,1299,8.0,256.0,50.0,32.0,1,-1.0
xiaomi redmi 10c nfc 4/128gb graphite gray,zoomer.ge,359,4.0,128.0,50.0,5.0,0,-1.0
google pixel 7 pro 5g 12/128gb snow,zoomer.ge,2399,12.0,128.0,50.0,10.8,1,-1.0
xiaomi redmi note 10 pro 6/64gb grey,zoomer.ge,499,6.0,64.0,108.0,16.0,1,-1.0
nothing phone (1) 5g 8/256gb black,zoomer.ge,1299,8.0,256.0,50.0,16.0,0,-1.0
xiaomi 12x 8/128gb 5g gray,zoomer.ge,1199,8.0,128.0,50.0,32.0,1,-1.0
xiaomi 12x 8/128gb 5g blue,zoomer.ge,1199,8.0,128.0,50.0,32.0,1,-1.0
nothing phone (2) 5g 12/256gb white,zoomer.ge,2099,12.0,256.0,50.0,32.0,0,-1.0
google pixel 7 pro 5g 12/128gb hazel,zoomer.ge,2399,12.0,128.0,50.0,10.8,1,-1.0
nothing phone (2) 5g 12/512gb white,zoomer.ge,2399,12.0,512.0,50.0,32.0,0,-1.0
nothing phone (2) 5g 12/512gb grey,zoomer.ge,2399,12.0,512.0,50.0,32.0,0,-1.0
xiaomi 12x 8/128gb 5g purple,zoomer.ge,1199,8.0,128.0,50.0,32.0,1,-1.0
google pixel 7 pro 5g 12/128gb obsidian,zoomer.ge,2399,12.0,128.0,50.0,10.8,1,-1.0
nothing phone (2) 5g 12/256gb grey,zoomer.ge,2099,12.0,256.0,50.0,32.0,0,-1.0
honor x8 6/128gb ocean blue,zoomer.ge,519,6.0,128.0,64.0,16.0,1,-1.0
realme c55 8/256gb nfc rainy night,zoomer.ge,489,8.0,256.0,64.0,8.0,0,-1.0
xiaomi redmi note 11 pro+ 5g 8/256gb graphite gray,zoomer.ge,899,8.0,256.0,108.0,16.0,1,-1.0
nothing phone (1) 5g 12/256gb white,zoomer.ge,1599,12.0,256.0,50.0,16.0,0,-1.0
honor x5 2/32gb ocean blue,zoomer.ge,259,2.0,32.0,8.0,5.0,0,-1.0
honor x5 2/32gb midnight black,zoomer.ge,259,2.0,32.0,8.0,5.0,0,-1.0
honor x8a 6/128gb cyan lake,zoomer.ge,569,6.0,128.0,100.0,16.0,1,-1.0
honor x7a 4/128gb midnight black,zoomer.ge,449,4.0,128.0,50.0,8.0,1,-1.0
honor x8a 6/128gb titanium silver,zoomer.ge,569,6.0,128.0,100.0,16.0,1,-1.0
xiaomi redmi note 10 pro 8/256gb grey,zoomer.ge,699,8.0,256.0,108.0,16.0,1,-1.0
apple iphone 14 | 256gb red,zoomer.ge,2699,6.0,256.0,12.0,12.0,0,1.0
xiaomi 13 ultra 5g 12/512gb black,zoomer.ge,3399,12.0,512.0,50.3,32.0,1,-1.0
honor x8a 6/128gb midnight black,zoomer.ge,569,6.0,128.0,100.0,16.0,1,-1.0
apple iphone 14 pro max | 512gb silver,zoomer.ge,4599,6.0,512.0,48.0,12.0,1,1.0
oneplus 11 5g 16/256gb green,zoomer.ge,2299,16.0,256.0,50.0,16.0,1,-1.0
apple iphone 14 pro | 1tb deep purple,zoomer.ge,4899,6.0,1.0,48.0,12.0,1,1.0
apple iphone 14 pro max | 1tb silver,zoomer.ge,5199,6.0,1.0,48.0,12.0,1,1.0
apple iphone 14 | 256gb yellow,zoomer.ge,2699,6.0,256.0,12.0,12.0,0,1.0
apple iphone 14 pro max | 512gb gold,zoomer.ge,4599,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 | 256gb starlight,zoomer.ge,2699,6.0,256.0,12.0,12.0,0,1.0
realme 10 pro+ nfc 5g 8/128gb blue,zoomer.ge,999,8.0,128.0,108.0,16.0,1,-1.0
apple iphone 14 pro max e-sim only | 128gb space black,zoomer.ge,3499,6.0,128.0,48.0,12.0,1,1.0
oneplus 10 pro 5g 8/128gb volcanic black,zoomer.ge,1599,8.0,128.0,48.0,32.0,1,-1.0
apple iphone 14 pro max e-sim only | 128gb gold,zoomer.ge,3499,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro max e-sim only | 256gb space black,zoomer.ge,3799,6.0,256.0,48.0,12.0,1,1.0
xiaomi poco f4 5g 6/128gb silver,zoomer.ge,929,6.0,128.0,64.0,20.0,1,-1.0
apple iphone 14 pro e-sim only | 256gb silver,zoomer.ge,3499,6.0,256.0,48.0,12.0,1,1.0
vivo y21 4/64gb diamond glow,zoomer.ge,349,4.0,64.0,13.0,8.0,0,-1.0
apple iphone 14 pro e-sim only | 256gb space black,zoomer.ge,3499,6.0,256.0,48.0,12.0,1,1.0
vivo y21 4/64gb metallic blue,zoomer.ge,349,4.0,64.0,13.0,8.0,0,-1.0
apple iphone 14 pro | 1tb gold,zoomer.ge,4899,6.0,1.0,48.0,12.0,1,1.0
samsung galaxy fold5 5g (12gb/1tb) - black,alta.ge,5699,12.0,1000.0,50.0,4.0,1,-1.0
apple iphone 14 pro max 512gb gold,alta.ge,4699,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro max 512gb silver,alta.ge,4699,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro max 512gb space black,alta.ge,4869,6.0,512.0,48.0,12.0,1,1.0
samsung galaxy fold5 5g (12gb/256gb) - beige,alta.ge,4999,12.0,256.0,50.0,4.0,1,-1.0
samsung galaxy fold5 5g (12gb/256gb) - blue,alta.ge,4999,12.0,256.0,50.0,4.0,1,-1.0
samsung galaxy fold5 5g (12gb/256gb) - black,alta.ge,4999,12.0,256.0,50.0,4.0,1,-1.0
apple iphone 14 pro 1tb deep purple,alta.ge,4999,6.0,1000.0,48.0,12.0,1,1.0
apple iphone 14 pro 1tb gold,alta.ge,4999,6.0,1000.0,48.0,12.0,1,1.0
apple iphone 14 pro 1tb silver,alta.ge,4999,6.0,1000.0,48.0,12.0,1,1.0
apple iphone 14 pro 1tb space black,alta.ge,4999,6.0,1000.0,48.0,12.0,1,1.0
samsung galaxy fold4 5g (12gb/256gb) - beige,alta.ge,5099,12.0,256.0,50.0,4.0,1,-1.0
samsung galaxy fold4 5g (12gb/256gb) - gray green,alta.ge,5099,12.0,256.0,50.0,4.0,1,-1.0
samsung galaxy fold4 5g (12gb/256gb) - phantom black,alta.ge,5099,12.0,256.0,50.0,4.0,1,-1.0
samsung s918b galaxy s23 ultra (12gb/1tb) lte/5 dual sim - black,alta.ge,5199,12.0,1000.0,200.0,12.0,1,-1.0
apple iphone 14 pro max 1tb space black,alta.ge,5399,6.0,1000.0,48.0,12.0,1,1.0
apple iphone 14 pro max 512gb deep purple,alta.ge,4699,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro 256gb deep purple,alta.ge,3599,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro 256gb silver,alta.ge,3599,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro 256gb space black,alta.ge,3599,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro 256gb gold,alta.ge,3599,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro max 256gb deep purple,alta.ge,3899,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro max 256gb gold,alta.ge,3899,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro max 256gb silver,alta.ge,3899,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 pro max 256gb space black,alta.ge,3899,6.0,256.0,48.0,12.0,1,1.0
apple iphone 14 plus 512gb (product)red,alta.ge,3899,6.0,512.0,12.0,12.0,1,1.0
apple iphone 14 plus 512gb starlight,alta.ge,3899,6.0,512.0,12.0,12.0,1,1.0
apple iphone 14 plus 512gb midnight,alta.ge,3899,6.0,512.0,12.0,12.0,1,1.0
apple iphone 14 plus 512gb purple,alta.ge,3899,6.0,512.0,12.0,12.0,1,1.0
apple iphone 14 pro 512gb gold,alta.ge,4299,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro 512gb space black,alta.ge,4299,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro 512gb deep purple,alta.ge,4299,6.0,512.0,48.0,12.0,1,1.0
apple iphone 14 pro max 128gb space black,alta.ge,3599,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro 128gb space black,alta.ge,3199,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 pro 128gb deep purple,alta.ge,3199,6.0,128.0,48.0,12.0,1,1.0
apple iphone 14 plus 256gb yellow,alta.ge,3249,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 256gb (product)red,alta.ge,3249,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 256gb starlight,alta.ge,3249,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 256gb midnight,alta.ge,3249,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 256gb purple,alta.ge,3249,6.0,256.0,12.0,12.0,1,1.0
apple iphone 14 plus 256gb blue,alta.ge,3249,6.0,256.0,12.0,12.0,1,1.0
samsung galaxy flip5 5g (8gb/512gb) - grey,alta.ge,3299,8.0,512.0,12.0,10.0,1,-1.0
